distance (m),speed (m/s)
18627,36.4444466
18631,35.8888893
18635,35.3888931
18638,34.9444466
18642,34.4722214
18645,34.0555534
18648,33.5833321
18652,33.0277786
18655,32.4444427
18658,31.8055553
18662,31.083334
18665,30.3888893
18668,29.6666698
18671,28.8888893
18673,28.2222214
18676,27.5555573
18679,26.9166679
18682,26.25
18684,25.6111126
18687,24.9722214
18689,24.4166679
18692,23.8055573
18694,23.083334
18696,22.333334
18699,21.6111126
18701,20.8055553
18703,20.0277767
18705,19.2777786
18707,18.4722233
18708,17.8055553
18710,17.2222233
18712,16.6111107
18713,16
18715,15.416667
18716,14.8333349
18718,14.2777777
18719,13.75
18721,13.250001
18722,12.7777786
18723,12.3055553
18724,11.9722233
18726,11.6111107
18727,11.25
18728,10.916666
18729,10.6388893
18730,10.3888893
18731,10.2222223
18732,10.1944447
18733,10.25
18734,10.1944447
18735,10.166667
18736,10.1851854
18737,10.2037039
18738,10.2222223
18739,10.2777777
18740,10.333334
18741,10.4722223
18743,10.6944447
18744,10.9444456
18745,11.2777786
18746,11.6388893
18747,12.0555563
18748,12.5
18750,12.9444456
18751,13.416666
18753,13.8055553
18754,14.25
18756,14.6944447
18757,15.1111107
18759,15.6388893
18760,16.166666
18762,16.6944447
18764,17.2500019
18766,17.8055553
18767,18.3611107
18769,18.8888893
18771,19.4444447
18773,19.9722233
18775,20.5
18778,21.0277786
18780,21.5277786
18782,22.0277786
18784,22.4722233
18787,22.9444447
18789,23.333334
18791,23.7222233
18794,24.1111126
18796,24.5000019
18799,24.8611126
18801,25.25
18804,25.6111126
18807,25.9722233
18809,26.3333359
18812,26.7500019
18815,27.083334
18818,27.333334
18820,27.6388893
18823,28.0000019
18826,28.3888893
18829,28.75
18832,29.1388893
18835,29.6666698
18838,30.2500019
18841,30.4722214
18844,30.666666
18848,30.833334
18851,31.0555592
18854,31.333334
18857,31.5833359
18860,31.8333321
18864,32.0555573
18867,32.25
18870,32.4444427
18874,32.6388893
18877,32.8333359
18880,33
18884,33.1944466
18887,33.3888893
18890,33.6111107
18894,33.8333321
18897,34.0833359
18901,34.3333359
18904,34.5833359
18908,34.8611107
18911,35.1111107
18915,35.3888931
18919,35.6388931
18922,35.8888893
18926,36.1388931
18930,36.3888893
18933,36.6111145
18937,36.8333359
18941,37.0555573
18945,37.25
18949,37.4722252
18952,37.6944427
18956,37.8888893
18960,38.0833359
18964,38.2777786
18968,38.4722214
18972,38.6388893
18976,38.8333359
18980,39.0000038
18984,39.1666679
18988,39.3333359
18992,39.4722252
18996,39.6111107
19000,39.75
19004,39.8611107
19008,40
19012,40.0833321
19016,40.1944466
19020,40.3055573
19024,40.4166641
19028,40.5277824
19033,40.6666679
19037,40.75
19041,40.8055573
19045,40.8888893
19049,40.8055573
19053,40.6944466
19057,40.5
19062,40.2500038
19066,39.9166641
19070,39.5833321
19074,39.1666679
19078,38.7777786
19081,38.3888855
19085,37.9722214
19089,37.5833359
19093,37.1944504
19097,36.8055573
19100,36.4166679
19104,35.9166679
19108,35.6944427
19111,35.5555573
19115,35.4722252
19119,35.4444427
19122,35.5555573
19126,35.5833359
19129,35.6666679
19133,35.6944427
19137,35.6666679
19140,35.6111107
19144,35.4722252
19147,35.3333359
19151,35.1388893
19155,34.8888893
19158,34.5555534
19162,34.2500038
19165,33.8333321
19168,33.4722214
19172,33.1388893
19175,32.7777786
19178,32.5555573
19182,32.3888893
19185,32.25
19188,32.1944427
19192,32.1666679
19195,32.0833321
19198,32.0694427
19201,32.0555573
19205,31.8611126
19208,31.5555553
19211,31.5277786
19214,31.4444466
19217,31.4722233
19221,31.6111107
19224,31.9166679
19227,32.1111107
19230,32.3611107
19234,32.6111107
19237,32.8611145
19240,33.0833321
19244,33.3055573
19247,33.5277786
19251,33.75
19254,33.9722214
19258,34.1944427
19261,34.4166679
19265,34.6388893
19268,34.8055534
19272,35.0555573
19275,35.4444427
19279,35.4166679
19283,35.3055573
19286,35.1111107
19290,34.7777786
19293,34.3333359
19297,33.8333321
19300,33.1944466
19303,32.5555573
19307,31.9166679
19310,31.333334
19313,30.5555553
19316,29.6111088
19319,28.7222233
19322,27.8611126
19324,26.9722214
19327,26.1111107
19330,25.2222233
19332,24.333334
19334,23.4444447
19337,22.5555573
19339,21.7222233
19341,20.8888912
19343,20.083334
19345,19.3055553
19347,18.583334
19349,17.833334
19351,17.1388893
19352,16.4444447
19354,15.7222233
19355,14.9722223
19357,14.3055563
19358,13.666667
19359,13.0833349
19361,12.5555563
19362,12.0555563
19363,11.6111107
19364,11.2777786
19365,10.9722223
19367,10.6944447
19368,10.5
19369,10.2777777
19370,10.083333
19371,9.9722233
19372,9.916667
19373,9.9305553
19374,9.9444447
19375,10.083333
19376,10.2222223
19377,10.333334
19378,10.5555553
19379,10.666667
19380,10.7777777
19381,10.8611116
19382,10.9444456
19383,11.083334
19385,11.0277786
19386,10.8888893
19387,10.7222233
19388,10.583334
19389,10.3888893
19390,10.333334
19391,10.25
19392,10.3194456
19393,10.3888893
19394,10.5555553
19395,10.8611116
19396,11.2222223
19398,11.666667
19399,12.1111116
19400,12.6388893
19401,13.1111116
19403,13.6111116
19404,14.083334
19406,14.583334
19407,15.0555563
19409,15.583333
19410,16.1388893
19412,16.6944447
19414,17.2777767
19416,17.833334
19418,18.3888912
19420,19.0000019
19422,19.8611126
19424,20.7777786
19426,21.083334
19428,21.416666
19430,21.75
19433,22.3611107
19435,23.2222214
19437,24.083334
19440,24.4722214
19442,24.833334
19445,25.2222233
19447,25.5555573
19450,25.8611107
19453,26.2222233
19455,26.6111126
19458,26.9722214
19461,27.333334
19464,27.7500019
19467,28.1111126
19470,28.5
19473,28.8333359
19476,29.1666679
19479,29.5000019
19482,29.6111088
19485,29.7500019
19488,29.8611107
19491,30.0000019
19494,30.1388893
19497,30.2777786
19500,30.1388893
19503,29.8888893
19506,29.7777805
19509,29.6944447
19512,29.5000019
19515,29.3055573
19518,29.0833359
19521,28.8333359
19524,28.5277805
19527,28.3611126
19529,28.1944447
19532,28.083334
19535,28.0555553
19538,28.083334
19541,28.0555553
19544,28.1111126
19547,28.0972233
19549,28.083334
19552,28.0555553
19555,28.0416679
19558,28.0277786
19561,28.0555553
19564,28.083334
19567,28.1944447
19569,28.2500019
19572,28.3055553
19575,28.3611126
19578,28.4166679
19581,28.5
19584,28.5555553
19587,28.6111126
19590,28.6666679
19593,28.75
19596,28.8888893
19599,29.0277767
19602,29.1388893
19605,29.2777767
19608,29.4444447
19611,29.6388893
19614,29.8611107
19617,30.1388893
19620,30.416666
19623,30.6388893
19626,30.8611107
19629,31.1111107
19632,31.3611107
19636,31.6666679
19639,31.9444447
19642,32.25
19645,32.5555573
19649,32.9444466
19652,33.25
19656,33.4722214
19659,33.75
19662,33.7083321
19666,33.6666679
19669,33.4444466
19673,33.0833321
20000,33.08
